class,cap-shape,cap-surface,cap-color,odor,spore-print-color,population,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,brown,fishy,white,several,,,,
edible,flat,scaly,buff,none,white,clustered,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,gray,creosote,black,scattered,,,,
poisonous,flat,smooth,buff,foul,chocolate,several,,,,
edible,flat,fibrous,red,none,black,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
edible,flat,fibrous,gray,none,black,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,smooth,white,foul,chocolate,scattered,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
edible,flat,scaly,purple,none,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,brown,none,brown,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,smooth,white,foul,chocolate,scattered,,,,
edible,flat,scaly,red,none,white,clustered,,,,
edible,convex,scaly,purple,none,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
edible,flat,smooth,pink,none,white,clustered,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
edible,flat,scaly,brown,none,brown,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,smooth,gray,foul,chocolate,scattered,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,white,creosote,black,scattered,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,smooth,buff,foul,chocolate,scattered,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,smooth,pink,none,green,several,,,,
poisonous,flat,smooth,buff,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
edible,flat,scaly,purple,none,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,fibrous,red,none,brown,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,brown,foul,white,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,brown,none,brown,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
edible,flat,fibrous,red,none,black,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,pink,creosote,black,scattered,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
edible,convex,smooth,pink,none,white,clustered,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,smooth,pink,creosote,black,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,fibrous,red,none,brown,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,scaly,brown,none,brown,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
edible,flat,fibrous,gray,none,brown,solitary,,,,
poisonous,convex,smooth,gray,foul,chocolate,scattered,,,,
poisonous,convex,scaly,brown,foul,white,several,,,,
poisonous,flat,smooth,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
edible,flat,scaly,red,none,white,clustered,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,scaly,brown,none,white,clustered,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,knobbed,fibrous,brown,none,white,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,brown,spicy,white,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,smooth,white,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,convex,scaly,red,none,white,clustered,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,bell,fibrous,yellow,none,white,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,smooth,gray,foul,chocolate,scattered,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
edible,knobbed,scaly,red,none,white,clustered,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
edible,knobbed,scaly,brown,none,white,several,,,,
poisonous,convex,smooth,white,creosote,brown,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,bell,smooth,buff,none,green,several,,,,
poisonous,convex,smooth,white,foul,chocolate,several,,,,
edible,flat,scaly,red,none,brown,solitary,,,,
poisonous,bell,smooth,white,none,green,several,,,,
edible,flat,scaly,pink,none,white,clustered,,,,
poisonous,convex,smooth,white,foul,chocolate,several,,,,
edible,knobbed,scaly,brown,none,white,clustered,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,smooth,buff,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
edible,knobbed,smooth,red,none,white,clustered,,,,
edible,flat,scaly,brown,none,white,clustered,,,,
edible,flat,smooth,buff,none,white,clustered,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,smooth,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,brown,foul,white,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
edible,flat,scaly,brown,none,white,clustered,,,,
edible,flat,scaly,red,none,black,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
edible,flat,fibrous,red,none,brown,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,bell,scaly,white,none,green,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,brown,foul,white,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
edible,flat,scaly,pink,none,white,clustered,,,,
poisonous,convex,smooth,white,foul,chocolate,scattered,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,smooth,buff,foul,chocolate,scattered,,,,
poisonous,convex,fibrous,gray,creosote,black,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
edible,convex,scaly,green,none,chocolate,solitary,,,,
edible,flat,scaly,white,none,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,convex,scaly,red,fishy,white,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,smooth,red,none,white,clustered,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,smooth,gray,foul,chocolate,scattered,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,smooth,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,smooth,white,creosote,black,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,red,none,brown,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
edible,knobbed,smooth,buff,none,white,clustered,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
edible,convex,fibrous,brown,none,white,several,,,,
edible,convex,scaly,red,none,white,clustered,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,smooth,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
